StartNode;EndNode;Distance;Time;Nodes visited
951622;1399900;532482,9;528;366861
911132;227681;47184,5;14;13164
1340843;1437442;749899,2;953;634912
1019230;723521;328832,7;234;123065
83734;1024716;588718,9;649;425498
313837;637954;809446,1;720;457663
1201902;807585;431743,2;359;236752
412190;1542688;106289,8;15;16121
423304;1534903;644071,6;438;331632
788728;1370010;472993,2;272;215527
1317732;1200209;512743,8;803;342455
895418;776033;141115;31;28527
165565;386473;781739,2;671;444976
250267;979796;465579,4;273;215917
1095607;1011514;770770,9;779;444586
961787;836991;344662,5;303;230733
531445;380248;157908,8;29;28664
769917;1105109;249532,9;234;119919
455945;602801;338199,5;59;55150
459083;803850;585614,4;339;266639
490812;582790;756048,1;1263;644402
438461;576781;348988,7;389;288570
69397;161470;651692,5;662;388630
812228;538966;206855,2;68;65422
174748;1620586;447756,7;428;253400
140705;1488175;321394,5;115;99162
113610;1441042;587740,3;646;387356
264237;1496012;70309,23;11;10749
504482;135098;339194,3;63;55678
62115;954370;648478,5;1029;664738
1187174;39433;413209,9;343;198397
1372512;816819;534033;685;417710
62929;1221444;166860,6;34;34253
106509;821653;281251,1;89;82945
1265138;1452724;301678;120;106401
122249;1571239;231173,3;160;93128
67011;216580;426037,7;448;368018
1485405;194919;418357;321;206333
316389;814309;274215,8;195;169215
661962;1574904;724862,3;1024;667156
30274;1142738;561937,6;474;370636
257741;739858;503882,1;514;294589
423638;949736;326863,6;357;222752
1580129;13328;198982,8;51;50602
534208;712746;579993,4;652;416098
990483;1084356;436228,5;491;376055
