StartNode;EndNode;Distance;Time;Nodes visited
78729;69866;185676,1;6;7576
14166;94997;318597,8;44;49079
13325;16705;172530,7;29;33412
35053;60649;274723,9;25;30460
44214;101799;397235,2;62;68398
60551;10598;93945,49;10;3941
77913;107301;30757,72;0;442
50731;21958;130281,9;10;10988
54734;57927;145764,8;8;10154
36624;30764;229932,2;25;28831
104156;111474;280781,9;26;30747
12519;63085;42647,81;0;1290
53729;23087;384328,7;57;65262
65449;51029;94726,15;4;5503
84820;65310;94739,57;5;6517
46865;51674;31188,46;2;2841
61592;69280;190670,1;13;15180
112554;9417;326125,3;46;54129
39964;39205;296837;54;47522
73734;79340;101229,5;3;3934
60227;62509;37102,41;0;637
49037;43004;222019,6;17;20228
89820;22436;74248,22;2;2667
59317;68559;196132,7;27;31355
21492;42605;395753,9;61;70005
39919;69575;242480,5;25;30220
70331;76527;110235,2;4;5619
84837;80946;340501,8;49;57758
57346;64772;344754,5;50;59554
41268;103929;148834,6;4;5636
64947;97716;72369,8;1;2167
89521;92596;77780,8;18;7470
54933;8876;184741,2;32;35897
62698;8632;162751,6;15;17565
108439;41314;310750,4;41;45872
95685;15529;333575,1;60;68829
97885;70976;148270,9;5;7175
84228;41646;339224,6;67;75935
62437;83207;156119,3;14;17545
77462;110582;272094,9;67;58760
