StartNode;EndNode;Distance;Time;Nodes visited
69017;58911;167480,1;56;139909
2619;103012;454309,4;91;239548
585;35600;178432,9;82;223053
46261;65551;154503,7;179;185793
52577;60779;157532,4;102;182368
39293;75211;15551,74;10;28066
90806;56110;90315,96;22;59382
12377;62352;183100,7;43;117780
27986;34738;162267,6;36;105083
91798;52074;314356,9;102;247719
74285;25956;41280,4;12;30907
18348;80630;61999,78;11;28954
63730;44715;225739,8;102;251960
89267;16069;89953,13;28;73729
111692;31861;36640,04;2;7567
7596;109535;268922,4;61;159095
35937;38610;204988,2;96;196541
39380;63320;77607,56;30;79198
2136;72428;137410;57;150636
1712;14763;289008;78;215730
72761;56049;86073,47;33;88216
109977;99169;34946,9;6;15560
102463;32831;289205,1;116;246892
50250;104275;79740,7;32;80583
95939;36972;357659,2;110;265709
62302;43060;156990,8;75;162222
40562;35681;45672,73;8;24452
39282;69562;339025,7;108;283391
60025;30192;355557,8;101;274147
67551;20715;291030,1;83;177415
53182;43449;74345,55;28;69494
39274;52196;283387,8;87;219147
74084;43997;224181,5;82;206329
22972;78357;103619,9;24;66231
32602;19369;205180,8;80;182409
66886;75990;66836,79;21;59049
84344;78253;255016,7;69;187461
79511;7417;168505,2;65;166634
103626;80807;320347,5;117;293660
13595;112656;145967,6;159;140732
90000;52657;66841,84;38;33849
41508;3698;313607,4;74;183815
24038;46266;309335,3;110;289343
12403;85212;285708;101;280278
60903;52046;16526,72;1;1926
2866;66527;458649,4;100;274162
59894;50267;222279,9;87;242353
72438;6252;257978,1;66;170323
81303;77261;79944,31;36;55427
7878;76569;54328,09;9;25728
100302;2779;153374,8;39;103944
89865;78263;271175,9;99;257224
13618;3588;290007,7;75;192183
64373;60134;264112,6;102;217645
30780;86067;31340,03;2;6744
29854;40309;160431,9;79;198038
75887;21427;139985,8;53;137538
2489;19273;107144,8;37;93648
54319;100028;146088,7;44;113274
6965;78841;38071,97;6;19898
112310;14840;326322,7;109;229508
73124;17817;70938,99;22;56822
18358;5676;26022,76;4;10821
97689;73258;362334,7;102;258567
39805;26365;237437,4;72;203228
72928;50718;44041,31;5;15210
12354;87220;184055;52;101543
76483;76936;138924,1;27;78360
52361;63009;30185,28;16;43229
32647;8815;250049;90;233395
20839;769;351854,4;95;247949
21265;30491;35591,37;4;13096
36673;19585;156960,1;57;111201
88071;51011;258910,8;83;210521
3763;62029;4209,208;0;2493
22941;21542;46223,07;9;23352
69604;21460;146951;40;98985
4161;75024;66239,55;21;55284
5139;47211;234823,8;38;105767
56362;7941;159190,9;85;172619
19590;104806;102556,3;24;59215
20328;4415;248783,6;83;206426
13138;92828;124591,4;42;105575
27954;102359;254593,8;48;135006
58635;39244;152472;86;159642
80604;105002;6814,821;7;4549
67380;111842;163428,5;177;183256
58002;111540;41089,71;7;20873
107267;42633;153771,8;64;164226
94835;112465;149992;59;156040
31297;46678;50101,9;14;35523
69495;91468;228439,2;68;175555
3424;51385;25671,07;3;9510
94805;104586;37685,57;8;20600
83058;1458;90025,41;31;82446
6646;24705;76125,08;28;70456
102916;29724;289421,8;67;178154
94133;16849;255307,2;69;173874
17352;57537;82207,24;30;73634
105322;99403;200833,2;71;146955
106067;78210;388561;100;249977
95117;31630;116411,2;25;62415
67854;71453;211441,6;72;193614
77149;6313;318687,8;106;252186
81449;76198;299270,8;77;213166
66067;57589;79189,3;32;80940
90336;86604;11442,8;0;1717
35311;42551;367887,4;100;258314
991;75444;252910,8;116;259857
111714;37060;289787,8;112;276802
19301;57177;127463,2;18;51297
81139;75454;201455,1;38;104868
98356;42674;105131,7;60;118846
8926;28278;427299,2;99;278239
17407;90417;396294,6;93;273753
25280;37298;187042,4;31;98166
