StartNode;EndNode;Distance;Time;Nodes visited
746343;443424;715223,5;76;60056
393349;1600961;585400,1;148;110852
703342;1105696;69422,83;4;3583
465416;378641;662188,9;1035;397848
1033088;1268376;857341,8;50;33673
359884;1041452;87563,29;6;5565
1109288;213766;410621,9;39;32371
1054835;1487803;639595,8;13;11335
983151;1290432;480931,3;79;52993
1527851;401437;565241,3;150;100816
1458721;61195;316878;103;28934
768666;1312599;543252,2;25;19788
112209;784656;204635,2;12;10259
747520;155646;604710,9;1258;763976
1151991;537243;510403,1;121;74833
1047569;1637883;256032,4;41;33315
764869;1476703;508336,5;66;52147
1689093;1375859;579190,4;3;3676
697102;1430258;100173,2;483;274263
1140008;1110706;533956,8;56;44176
20961;90620;478445,8;126;95113
987921;1158593;157629,6;29;19618
963285;1407210;100073,8;7;944
546513;1047441;426797,9;69;54769
739765;1416842;257386,7;43;34378
32624;1447236;370586,3;69;54916
1590799;137952;207788;9;7872
1396946;696709;388135,1;268;197011
1691660;872170;540600,5;41;18047
1061900;981121;463263,8;26;20766
218666;943373;294109,4;34;26933
1607567;266514;282784,2;21;18375
849082;1220566;510328,1;671;345267
1561776;58006;349949,9;220;151833
764252;780260;613950,8;130;95494
583661;48335;590652,8;78;62214
1619838;855301;386571,1;68;48315
1260871;1675233;115218,8;9;7453
615229;1144870;133835,7;0;756
1006535;316533;577141,8;264;116587
1103572;489067;602733,8;330;226121
142905;1375326;552259,6;163;123015
1605258;1062232;442631,6;408;212785
1630502;1551141;158729;4;4125
1723512;1040155;308153,4;35;22081
1313482;1569530;368731,2;3;3007
368358;158886;777625,6;169;133339
892039;822186;605838;819;503714
227651;721406;325860,5;347;201419
309511;1487317;410302,5;325;87878
1590032;488507;659310,9;134;106758
283188;1704104;332449,4;10;8720
833180;1728888;547104,3;91;71896
1571997;735497;130885,6;3;3128
621680;1466311;824285,3;371;184062
81480;546789;256121,1;176;139816
1610234;745366;210667,8;105;79736
1622148;1474197;661655,8;572;315235
800468;232241;241699,2;42;32657
405854;1531449;101004,8;25;20066
1334663;10635;760820,9;320;184213
79092;1468696;373683,3;90;29166
1211376;758730;953747,5;642;416186
1424575;1460951;667564,1;239;109298
1707861;438684;498807,7;45;34668
1447582;1638421;1013908;1512;977587
835358;1263817;629524,3;119;91068
471100;615065;422986,4;331;232320
205879;183400;134279,6;75;53869
542145;1620969;552067,5;36;27391
1234833;895005;288368,4;726;222436
929461;257200;83603,11;2;2264
958675;766692;512508,7;96;69980
281337;1162440;640272;104;73582
21718;1740008;204818,3;85;68812
315551;522660;732260,8;209;86716
152654;1579396;364737,6;69;56607
409414;559091;559557,6;143;102858
492728;74450;303916,5;4;4247
304312;111045;167334,4;8;7699
772235;182995;206028,5;126;97402
18729;187657;297175,6;179;104732
1456029;346416;655278,4;432;326630
274266;1007083;810806;709;413859
1268318;617068;329179,3;249;108235
1434694;529484;473907,2;115;78732
296615;439657;717262,6;42;33649
825773;1566490;201115,7;13;11241
510021;444683;16479,96;1;1800
799433;56985;427793,7;7;4940
1179614;545420;489757;54;34622
416966;1452172;313990,2;514;261589
1322870;312698;337111,1;309;210332
1111162;636302;144796,9;5;5615
205650;1391386;251148,1;35;29517
1435270;467695;151815,5;22;18895
1316656;1123787;707443,9;274;113267
122769;746465;203867,4;12;10448
238471;771017;546412,1;488;357183
1055261;1357478;210159,8;35;12694
1093324;1018853;399864,1;63;45301
1638720;1149248;228534,8;7;6368
305313;1530665;519057,5;97;82845
226045;1457595;542311,7;2;2732
753622;587523;750064,9;94;74821
49070;48044;418583,8;74;62521
1019615;247327;322841,9;10;9590
676030;226814;688515,6;639;197370
1510627;311155;674781,6;128;89959
609386;1143331;475919,1;977;580605
979853;1382562;449606;80;62814
801432;1621531;250579,9;169;104520
926396;966999;387296,9;39;23834
969059;1352473;248287,1;11;5770
797371;809690;405206,6;59;33126
814222;1370539;146930,3;41;19212
1330119;953359;895855,1;661;284578
47576;1593995;425615,5;280;156709
91443;286061;333832,6;14;8425
724895;1539314;812966,3;881;378097
871659;1288455;216701,4;13;5655
1369704;1442525;373223,5;211;105642
37954;1308982;310416,8;60;31300
1017651;349998;440866;359;44826
1166792;1624929;1025334;2393;954190
745229;577551;543018,8;333;170822
108267;538693;411469,3;131;66598
1705844;250763;689136,9;349;145272
1658056;1417698;912910,8;768;310789
475406;1089359;274917,5;45;24097
18101;179622;563530,6;204;105992
41298;865402;127956,7;29;14640
570694;7291;176127,3;28;13604
779988;403780;369491,9;55;31604
402166;20792;220901,6;18;9882
1504265;1555697;249836;117;58948
531583;231854;61361,48;4;1533
1125789;830824;368881,1;121;21144
999118;1167573;856967,4;1487;538663
998032;842173;136211,4;19;10761
334822;447372;244538,5;309;122155
1387496;933892;253034,6;69;32316
625309;752568;431680,1;88;41979
845091;1253482;329137,8;167;39939
1632749;1585279;780231,9;1082;478562
372603;1051795;405146,1;83;40019
1063907;1526898;472691,7;62;27046
1270353;1190082;431698,8;127;56598
1401227;917150;339293,1;102;38803
738287;69193;222002,1;139;45355
1091496;613871;753292,6;476;128276
1692431;1146000;457291,3;527;188251
120663;934130;289130,7;47;22668
45968;1621012;440536,3;100;35715
1157502;875020;98446,22;10;3731
996243;490483;529148,1;307;91065
419665;1377831;197722,9;17;10525
754537;1315327;897449,7;1534;585288
536724;852005;179745,8;163;77525
240093;1562725;504406,9;32;17568
906798;1271105;315465,5;421;128009
515629;561485;128529,7;106;14226
1392788;452469;407772,4;86;39750
491790;749283;810532,2;101;48770
706099;1680306;422143,8;118;60997
1174195;81967;723959,2;76;46148
429285;928839;133099,7;18;9660
1495276;1465549;426036,4;245;101205
499539;241496;70029,77;0;532
813228;1435778;634597,4;51;25114
706599;968678;275216,9;40;22838
95979;757728;430622,8;154;78947
589035;1626718;420439,3;99;57126
632130;1430674;870968,1;402;151319
772361;1699625;597078,8;296;145071
653357;549222;485700,8;163;101884
677057;920160;609549,4;568;228085
906993;1564990;254528,3;64;31924
98241;1130945;445629,9;542;172209
1497810;1412793;370463,6;295;106013
442340;1041283;128938,1;90;39714
914912;1221794;357730,7;60;35672
1445423;914276;109214,3;0;795
61197;1235425;238372,4;101;53475
1627154;1033586;441938;17;7241
815787;295228;216490,5;109;57468
38776;548913;89378,55;3;1514
856125;1682718;489305,3;69;33834
1175125;1502500;487840,5;565;245242
1717049;1510668;948968,1;2378;957691
1564938;805715;472432,9;113;74534
1721521;751073;293904,5;91;17533
1026948;624973;336266,5;121;16241
1149509;1253724;191169,8;101;17676
21845;1674884;609257,3;95;49466
1367308;1113193;549012,9;206;101829
488284;1145034;381676;336;167638
993437;1409915;560630,1;504;283264
53765;618784;929035,8;1482;597980
1056904;1419358;570412,3;447;267480
1565521;1141304;266803,1;368;181440
1548118;1483373;565075,3;355;209689
883837;358129;533374,1;129;73257
510445;128143;405522,9;127;36254
64035;968873;399341,4;167;106051
389865;340339;732804,5;303;182064
1158495;1731741;363785,5;34;21604
1592453;1381223;160742,9;31;18278
1064361;163839;128674,7;52;5760
194845;820449;173614,2;21;16127
1509365;552072;317148,8;89;45583
1213579;1696868;155415,2;119;50863
445153;1739095;315473,5;53;41634
1282196;522589;738726,9;119;99076
1648312;1080747;228757,2;79;56850
541095;260804;355028,1;56;43999
229028;453483;262243,8;51;42281
1581522;34810;920460,3;1058;697859
360047;612935;330842,6;232;53556
1242143;554170;458633,3;57;10150
227197;1270107;698447,4;1434;952111
214889;1051450;145342,7;6;5829
815374;1624038;844795,4;175;152592
474601;325090;436109,4;495;311581
1551006;956108;753356,3;201;151415
1010770;1232183;167298;3;3435
122263;1719847;608700,3;94;75265
1120772;1091758;306167,3;179;116236
861285;1124541;171517,3;1;1890
1118144;936003;695702,9;70;59903
1436419;529756;149807;13;11896
822160;340554;53459,78;26;19356
606281;1379817;815138,7;990;516026
867709;859657;559896;207;114211
1611789;1438159;442610;23;19251
1411962;442529;1138710;244;190565
84959;1305241;287065,8;62;45665
81399;1622983;309769,4;163;89550
1006789;744059;500545,6;402;271272
1531917;565714;175021,4;16;14209
1264493;957106;700518,6;137;66581
716181;692204;142843,7;216;164993
69976;1053511;425747,2;697;492274
138540;253780;459598,2;26;22528
1077309;489764;639412;363;207464
918123;980104;182012,6;6;5997
1239390;306139;248493,9;67;46498
862350;1442039;356454,4;34;27550
447947;1618933;658521,7;65;41169
445169;1180155;337357,7;504;164577
756329;1359542;330503,3;100;76250
457899;112846;569836,4;587;341955
1288744;568240;350794,3;131;106794
1147224;561621;626582,7;40;31180
1638447;1242388;362689,2;227;133150
84968;117226;741362,6;239;175383
1337223;552430;394992,3;17;14901
1416109;479312;544444,3;92;53477
1558173;129956;809007,1;54;39031
270577;1297368;690202,5;37;29880
1241277;613928;124181,5;47;39958
1526947;1122025;627140,9;236;174686
520035;431857;131162,9;11;7703
947738;1523418;511700,5;303;207041
442890;383958;907183,9;813;524013
1175036;1132454;437980;152;122524
298889;351761;970461,5;124;40091
